id,Make,Model,Aircraft.damage,Aircraft.Category,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Injury.Severity,Event.Date,Amateur.Built,Engine.Type,Weather.Condition,Number.of.Engines,Purpose.of.flight,Broad.phase.of.flight,total_passengers,likelihood_serious_fatal,Destroyed?
203,Navion,A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-04-10,No,Reciprocating,VMC,1.0,Unknown,Approach,1.0,0.0,0
802,Pzl-mielec,M-18A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-04-13,No,Reciprocating,VMC,1.0,Other Work Use,Maneuvering,1.0,0.0,0
852,Boeing Stearman,N2S-4,Substantial,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1997-04-20,No,Reciprocating,VMC,1.0,Personal,Other,2.0,1.0,0
148,Gulfstream,500B,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1997-04-22,No,Reciprocating,VMC,2.0,Unknown,Approach,1.0,1.0,0
1096,Socata,TB-20,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-04-23,No,Reciprocating,IMC,1.0,Business,Cruise,1.0,1.0,1
304,"Smith, Ted Aerostar",AEROSTAR 601P,Substantial,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-04-27,No,Reciprocating,VMC,2.0,Personal,Maneuvering,1.0,1.0,0
244,Callair,A2A,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1997-05-06,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.5,0
316,Aeromot,AMT-200,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-05-09,No,Reciprocating,VMC,1.0,Instructional,Landing,2.0,0.0,0
261,American,AA-1,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-05-10,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,1
1005,Snow,S2C,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-05-12,No,Reciprocating,VMC,1.0,Aerial Application,Landing,1.0,0.0,0
51,Cessna Wren,182G-460,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-05-18,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
801,Pezetel,M-18A,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-05-19,No,Reciprocating,VMC,1.0,Aerial Application,Takeoff,1.0,1.0,1
549,Embraer,EMB-120,Substantial,Airplane,0.0,0.0,0.0,17.0,Non-Fatal,1997-05-21,No,Turbo Prop,VMC,2.0,Unknown,Takeoff,17.0,0.0,0
1135,Garlick,UH-1H,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-05-22,No,Turbo Shaft,VMC,1.0,Unknown,Maneuvering,1.0,0.0,0
469,Convair,CV-240,Destroyed,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1997-05-22,No,Reciprocating,VMC,2.0,Positioning,Cruise,3.0,0.0,1
581,Canadair,F-86E MK.6,Destroyed,Airplane,1.0,0.0,2.0,0.0,Fatal(1),1997-06-01,No,Turbo Jet,VMC,1.0,Unknown,Maneuvering,3.0,0.3333333333333333,1
1135,Garlick,UH-1H,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-06-03,No,Turbo Shaft,VMC,1.0,Other Work Use,Maneuvering,1.0,0.0,0
1185,Moravan,Z242L,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1997-06-05,No,Reciprocating,VMC,1.0,Unknown,Taxi,3.0,0.0,0
255,Boeing Stearman,A75N1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-06-07,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
4,Bucker Flugzeugbau,1.131 JUNGMANN,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-06-11,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
1100,Socata,TB-9,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1997-06-11,No,Reciprocating,VMC,1.0,Instructional,Taxi,4.0,0.0,0
968,Republic,RC-3-1,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1997-06-13,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
498,Glaser-dirks,DG-400,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-06-14,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,0.0,0
911,Eiriavion Oy,PIK-20E,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-06-23,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
802,Pzl-mielec,M-18A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-06-27,No,Reciprocating,VMC,1.0,Aerial Application,Takeoff,1.0,0.0,0
80,Convair,240-53,Substantial,Airplane,0.0,0.0,1.0,2.0,Non-Fatal,1997-06-30,No,Reciprocating,VMC,2.0,Unknown,Takeoff,3.0,0.0,0
205,Aviat,A-1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-07-01,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
355,Boeing Stearman,B75N1,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-07-02,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,1
1005,Snow,S2C,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-07-03,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
301,"Smith, Ted Aerostar",AEROSTAR 601,Substantial,Airplane,0.0,0.0,0.0,6.0,Non-Fatal,1997-07-11,No,Reciprocating,VMC,2.0,Personal,Landing,6.0,0.0,0
113,Gates Learjet,35A,Destroyed,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1997-07-15,No,Turbo Fan,VMC,2.0,Positioning,Landing,2.0,0.0,1
1160,Classic Aircraft Corp.,WACO YMF-5,Substantial,Airplane,0.0,0.0,1.0,2.0,Non-Fatal,1997-07-16,No,Reciprocating,VMC,1.0,Unknown,Cruise,3.0,0.0,0
921,Christen Industries,PITTS S-2B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-07-18,No,Reciprocating,VMC,1.0,Instructional,Takeoff,2.0,0.0,0
646,Gulfstream-schweizer,G-164B,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-07-21,No,Turbo Prop,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,1
635,Navion,G,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1997-07-23,No,Reciprocating,IMC,1.0,Business,Cruise,2.0,1.0,1
281,Gulfstream American,AA-5B,Substantial,Airplane,1.0,1.0,0.0,0.0,Fatal(1),1997-07-25,No,Reciprocating,VMC,1.0,Unknown,Takeoff,2.0,1.0,0
1159,Classic Aircraft Corp.,WACO YMF,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1997-07-25,No,Reciprocating,VMC,1.0,Unknown,Cruise,3.0,0.0,0
891,Consolidated-vultee,PBY-5A(28-5ACF),Destroyed,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1997-08-01,No,Reciprocating,VMC,2.0,Unknown,Landing,2.0,1.0,1
387,Pilatus,BN-2 ISLANDER,Substantial,Airplane,0.0,1.0,5.0,8.0,Non-Fatal,1997-08-07,No,Reciprocating,VMC,2.0,Unknown,Approach,14.0,0.07142857142857142,0
387,Pilatus,BN-2 ISLANDER,Substantial,Airplane,0.0,1.0,5.0,8.0,Non-Fatal,1997-08-07,No,Reciprocating,VMC,2.0,Personal,Approach,14.0,0.07142857142857142,0
485,Diamond Aircraft Industries,DA 20-A1,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1997-08-09,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,0.5,0
111,Saab-scania Ab (saab),340B,Minor,Airplane,0.0,0.0,0.0,35.0,Incident,1997-08-11,No,Turbo Prop,VMC,2.0,Unknown,Taxi,35.0,0.0,0
489,Dassault,DA-20,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-08-13,No,Turbo Jet,VMC,2.0,Unknown,Approach,2.0,0.0,0
245,Airbus Industrie,A300 B4-203,Minor,Airplane,0.0,0.0,0.0,265.0,Incident,1997-08-24,No,Turbo Jet,VMC,2.0,Unknown,Takeoff,265.0,0.0,0
1178,Classic Aircraft Corp.,YMF-5,Destroyed,Airplane,3.0,0.0,0.0,0.0,Fatal(3),1997-08-24,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,3.0,1.0,1
898,Fairchild Heli-porter,PC6/B2-H2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-08-26,No,Turbo Prop,VMC,1.0,Other Work Use,Landing,1.0,0.0,0
1074,Southwest Florida Aviation,SW204,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-08-27,No,Turbo Shaft,VMC,1.0,Aerial Application,Maneuvering,1.0,1.0,1
648,Gulfstream-schweizer,G-164C,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-08-28,No,Turbo Prop,VMC,1.0,Aerial Application,Takeoff,1.0,0.0,0
1132,Garlick,UH-1B,Substantial,Airplane,0.0,1.0,0.0,2.0,Non-Fatal,1997-08-29,No,Turbo Shaft,VMC,1.0,Positioning,Cruise,3.0,0.3333333333333333,0
635,Navion,G,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1997-08-30,No,Reciprocating,VMC,1.0,Aerial Observation,Takeoff,3.0,0.0,0
742,Bucker Flugzeugbau,JUNGMANN,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1997-09-01,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
879,North American-aero Classics,P-51D,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1997-09-06,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,1.0,1
1110,Curtiss-wright,TRAVEL AIR 12-Q,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-09-07,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
485,Diamond Aircraft Industries,DA 20-A1,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1997-09-07,No,Reciprocating,VMC,1.0,Instructional,Approach,1.0,0.0,0
938,Boeing Stearman,PT-17,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-09-14,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
308,American General Aircraft,AG5B,Substantial,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1997-09-22,No,Reciprocating,VMC,1.0,Business,Approach,2.0,1.0,0
475,Universal,D-16,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-09-25,No,Reciprocating,VMC,2.0,Instructional,Cruise,2.0,0.0,0
618,Fairchild Hiller,FH-1100,Destroyed,Airplane,1.0,1.0,0.0,0.0,Fatal(1),1997-09-27,No,Turbo Shaft,VMC,1.0,Instructional,Descent,2.0,1.0,1
982,"Rans, Inc.",S-11 PURSUIT,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1997-09-28,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,1.0,0
894,Pilatus,PC-6-350,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1997-09-29,No,Reciprocating,VMC,1.0,Personal,Takeoff,3.0,0.0,0
582,Siai-marchetti,F.260,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1997-09-30,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
197,American,8KCAB,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-10-04,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
938,Boeing Stearman,PT-17,Substantial,Airplane,0.0,0.0,0.0,5.0,Non-Fatal,1997-10-05,No,Reciprocating,VMC,1.0,Personal,Takeoff,5.0,0.0,0
1069,Sukhoi,SU-29,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-10-11,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
695,Sego Tool,HAWK H2X,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-10-15,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
823,Mikoyan Mig,MIG 15UTI,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1997-10-16,No,Turbo Jet,VMC,1.0,Personal,Landing,2.0,0.5,0
205,Aviat,A-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-10-19,No,Reciprocating,VMC,1.0,Personal,Taxi,1.0,0.0,0
535,Extra Flugzeugbau,EA-200,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-10-21,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,1.0,1
493,Diamond Aircraft Industries,DA20-A1,Substantial,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1997-10-21,No,Reciprocating,VMC,1.0,Personal,Approach,2.0,1.0,0
536,Extra Flugzeugbau,EA-300,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1997-10-25,No,Reciprocating,VMC,1.0,Instructional,Maneuvering,2.0,1.0,1
795,Silvaire,LUSCOMBE 8B,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-10-25,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
893,Pilatus,PC-6,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-10-28,No,Turbo Prop,VMC,1.0,Business,Landing,2.0,0.0,0
768,Aerofab Inc.,LAKE LA-250,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-10-29,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,0.0,0
585,Fokker,F100,Substantial,Airplane,0.0,0.0,0.0,104.0,Non-Fatal,1997-11-07,No,Turbo Fan,VMC,2.0,Unknown,Landing,104.0,0.0,0
887,Aerostar,PA-60-700P,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-11-07,No,Reciprocating,VMC,2.0,Business,Takeoff,2.0,0.0,0
855,Naval Aircraft Factory,N3N-3,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-11-18,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
261,American,AA-1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-11-22,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
990,Christen Industries,S-2B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-11-23,No,Reciprocating,VMC,1.0,Instructional,Landing,2.0,0.0,0
646,Gulfstream-schweizer,G-164B,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1997-11-24,No,Reciprocating,VMC,1.0,Instructional,Takeoff,2.0,0.5,0
1023,Short Brothers,SD3-60,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-11-25,No,Turbo Prop,IMC,2.0,Unknown,Landing,2.0,0.0,0
36,Commander,114B,Destroyed,Airplane,3.0,0.0,0.0,0.0,Fatal(3),1997-11-30,No,Reciprocating,IMC,1.0,Personal,Cruise,3.0,1.0,1
206,Christen Industries,A-1,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-12-02,No,Reciprocating,VMC,1.0,Personal,Other,1.0,1.0,1
986,Artic Aircraft Corp.,S-1B2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1997-12-06,No,Reciprocating,VMC,1.0,Aerial Observation,Maneuvering,2.0,0.0,0
1097,Socata,TB-20 TRINIDAD,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1997-12-10,No,Reciprocating,IMC,1.0,Business,Climb,1.0,1.0,1
218,Airbus Industrie,A-300-600,Minor,Airplane,0.0,0.0,0.0,246.0,Incident,1997-12-15,No,Turbo Fan,IMC,2.0,Unknown,Landing,246.0,0.0,0
403,Consolidated-vultee,BT-13A,Substantial,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1997-12-18,No,Reciprocating,VMC,1.0,Instructional,Takeoff,2.0,0.0,0
261,American,AA-1,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1997-12-19,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,1
736,British Aerospace,JETSTREAM 3101,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1998-01-08,No,Turbo Prop,VMC,2.0,Unknown,Taxi,4.0,0.0,0
86,Gates Learjet,25B,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1998-01-13,No,Turbo Jet,IMC,2.0,Positioning,Approach,2.0,1.0,1
268,American General Aircraft,AA-1A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-01-18,No,Reciprocating,VMC,1.0,Personal,Approach,2.0,0.0,0
185,Twin Commander Acft. Corp.,695A,Destroyed,Airplane,3.0,0.0,0.0,0.0,Fatal(3),1998-01-21,No,Turbo Prop,VMC,2.0,Personal,Climb,3.0,1.0,1
743,Kaman,K-1200,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1998-01-27,No,Turbo Shaft,VMC,1.0,Unknown,Landing,1.0,0.0,0
205,Aviat,A-1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-01-28,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
932,Chinese A/f Aero Ind Dev Ctr,PL-1B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-02-01,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
205,Aviat,A-1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-02-14,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,2.0,0.0,0
225,Airbus Industrie,A-320-212,Minor,Airplane,0.0,0.0,0.0,117.0,Incident,1998-02-16,No,Turbo Jet,VMC,2.0,Unknown,Cruise,117.0,0.0,0
111,Saab-scania Ab (saab),340B,Minor,Airplane,0.0,0.0,0.0,6.0,Incident,1998-02-22,No,Turbo Prop,VMC,2.0,Unknown,Cruise,6.0,0.0,0
592,Fokker,F28 MK 0100,Substantial,Airplane,0.0,0.0,0.0,92.0,Non-Fatal,1998-02-26,No,Turbo Jet,VMC,2.0,Unknown,Descent,92.0,0.0,0
251,Burchinal,A4D-2,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1998-02-27,No,Turbo Jet,VMC,1.0,Personal,Approach,1.0,0.0,0
458,Canadair,CL600-2B19,Substantial,Airplane,0.0,0.0,3.0,15.0,Non-Fatal,1998-03-09,No,Turbo Fan,VMC,2.0,Unknown,Standing,18.0,0.0,0
206,Christen Industries,A-1,Destroyed,Airplane,1.0,1.0,0.0,0.0,Fatal(1),1998-03-11,No,Reciprocating,VMC,1.0,Public Aircraft,Maneuvering,2.0,1.0,1
568,Fokker,F-100,Substantial,Airplane,0.0,1.0,0.0,87.0,Non-Fatal,1998-03-11,No,Turbo Fan,VMC,2.0,Unknown,Standing,88.0,0.011363636363636364,0
162,Snow,600-S2C,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-03-13,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,1
1103,Socata,TBM 700,Destroyed,Airplane,0.0,0.0,4.0,0.0,Non-Fatal,1998-03-13,No,Turbo Prop,VMC,1.0,Personal,Approach,4.0,0.0,1
230,Callair,A-9,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-03-18,No,Reciprocating,VMC,1.0,Personal,Climb,1.0,0.0,0
92,Great Lakes,2T-1A-2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-03-25,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
1074,Southwest Florida Aviation,SW204,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-03-31,No,Turbo Shaft,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
163,Aerostar,600A,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1998-04-10,No,Reciprocating,VMC,2.0,Unknown,Takeoff,1.0,1.0,1
536,Extra Flugzeugbau,EA-300,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1998-04-12,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,1.0,0
208,American Blimp Corp.,A-1-50,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-04-16,No,Reciprocating,VMC,2.0,Business,Taxi,2.0,0.0,0
743,Kaman,K-1200,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-04-21,No,Turbo Shaft,VMC,1.0,Positioning,Climb,1.0,0.0,0
618,Fairchild Hiller,FH-1100,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1998-04-26,No,Turbo Shaft,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
690,Hispano Aviacion,HA200B SAETA,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1998-04-29,No,Turbo Jet,VMC,2.0,Personal,Cruise,2.0,1.0,1
1055,M2,SPORT 1000,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1998-05-12,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,1.0,1
489,Dassault,DA-20,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-05-12,No,Turbo Jet,VMC,2.0,Unknown,Takeoff,2.0,0.0,0
35,Commander,114-B,Destroyed,Airplane,4.0,0.0,0.0,0.0,Fatal(4),1998-05-15,No,Reciprocating,VMC,1.0,Personal,Cruise,4.0,1.0,1
345,Beagle Aircraft,B-206,Destroyed,Airplane,3.0,0.0,0.0,0.0,Fatal(3),1998-05-16,No,Reciprocating,VMC,2.0,Personal,Takeoff,3.0,1.0,1
447,Nanchang,CJ-6A,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1998-05-16,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,1.0,0
92,Great Lakes,2T-1A-2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-05-17,No,Reciprocating,VMC,1.0,Business,Climb,2.0,0.0,0
1069,Sukhoi,SU-29,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1998-05-19,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,1.0,1.0,1
646,Gulfstream-schweizer,G-164B,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1998-05-19,No,Reciprocating,VMC,1.0,Aerial Application,Cruise,1.0,1.0,1
1135,Garlick,UH-1H,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-05-19,No,Turbo Shaft,VMC,1.0,Unknown,Maneuvering,1.0,0.0,0
999,Stemme,S10V,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-05-19,No,Reciprocating,VMC,1.0,Personal,Descent,2.0,0.0,0
182,Gulfstream American,690C,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1998-05-25,No,Turbo Prop,VMC,2.0,Business,Approach,4.0,0.0,0
540,Barr,EAGLE II,Minor,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1998-05-26,No,Reciprocating,VMC,1.0,Personal,Taxi,4.0,0.0,0
254,Boeing Stearman,A75-N1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-05-27,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
828,Vickers,MK XVI,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1998-06-03,No,Reciprocating,IMC,1.0,Personal,Cruise,1.0,1.0,1
920,Aviat,PITTS S-2B,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1998-06-06,No,Reciprocating,VMC,1.0,Personal,Taxi,3.0,0.0,0
201,Saab-scania Ab (saab),91B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-06-08,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
255,Boeing Stearman,A75N1,Substantial,Airplane,0.0,0.0,1.0,1.0,Non-Fatal,1998-06-14,No,Reciprocating,VMC,1.0,Personal,Approach,2.0,0.0,0
1153,Schempp-hirth,VENTUS CM,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-06-14,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
408,Casa,BU-131,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-06-17,No,Reciprocating,VMC,1.0,Personal,Descent,2.0,0.0,0
719,Hawker Aircraft Ltd.,HUNTER T MK 8,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1998-06-18,No,Turbo Jet,VMC,1.0,Unknown,Approach,1.0,1.0,1
1135,Garlick,UH-1H,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-06-18,No,Turbo Shaft,VMC,1.0,Other Work Use,Maneuvering,1.0,0.0,0
855,Naval Aircraft Factory,N3N-3,Destroyed,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1998-06-20,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
500,Glaser-dirks,DG-800B,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1998-06-21,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,1.0,0
627,Extra Flugzeugbau,FLUGZEUGBAU EA260,Destroyed,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1998-06-24,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,1
99,Ector Aircraft Company,305A (L-19),Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-06-25,No,Reciprocating,VMC,1.0,Public Aircraft,Maneuvering,1.0,0.0,0
579,Saab-scania Ab (saab),F-35 DRAKEN,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1998-06-26,No,Turbo Jet,VMC,1.0,Other Work Use,Climb,1.0,0.0,0
722,Aviat,HUSKY A-1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-06-27,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
210,Aviat,A-1A,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1998-06-27,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.5,0
52,Commonwealth,185,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1998-06-28,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
294,American Blimp Corp.,ABC-A-60,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-07-01,No,Reciprocating,VMC,2.0,Positioning,Cruise,2.0,0.0,0
274,American Aviation Corp. (aac),AA-1TW,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1998-07-01,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
843,Dassault,MYSTERE FALCON 900,Substantial,Airplane,0.0,0.0,0.0,9.0,Non-Fatal,1998-07-02,No,Turbo Fan,VMC,3.0,Personal,Landing,9.0,0.0,0
762,Aero Vodochody Aero. Works,L-39C,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1998-07-03,No,Turbo Fan,VMC,1.0,Personal,Cruise,2.0,1.0,1
